"scientific_name","family","day","month","year","recorded_by","decimal_latitude","decimal_longitude","where_obtained_coordinates","n"
"Melissodes bimaculata","Apidae","2","9","1920","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","20","6","1906","R.S. Woglum",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","20","8","2014","A. Hamblin",35.797,-78.634,"dataset provided",1
"Melissodes bimaculata","Apidae","22","7","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","23","8","1954","W.T. Spink",35.8,-78.55,"google earth - Wake County",1
"Melissodes bimaculata","Apidae","24","6","2014","A. Hamblin",35.794,-78.7,"dataset provided",1
"Melissodes bimaculata","Apidae","24","6","2015","E. Youngsteadt",35.7502,-78.6605,"dataset provided",1
"Melissodes bimaculata","Apidae","27","7","1949","R.L. Rabb",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","28","6","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","28","8","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","3","8","1927","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","30","6","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","30","6","1925","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes bimaculata","Apidae","30","7","1907",,35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes bimaculata","Apidae","30","7","1910",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","30","7","2014","A. Hamblin",35.816,-78.642,"dataset provided",1
"Melissodes bimaculata","Apidae","31","7","1924","J.E. Eckert",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes bimaculata","Apidae","31","7","1952",,35.7719,-78.6389,"dataset provided",1
"Melissodes bimaculata","Apidae","4","8","1904","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","5","8","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Melissodes bimaculata","Apidae","8","7","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","8","7","1922","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes bimaculata","Apidae","8","8","2014","A. Hamblin",35.788,-78.673,"dataset provided",1
"Melissodes bimaculata","Apidae","9","7","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes bimaculata","Apidae","9","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes boltoniae","Apidae","16","7","1954","M.F. Burton",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes boltoniae","Apidae","20","7","1950",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","13","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","13","6","1924","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Melissodes coloradensis","Apidae","13","9","1923","C.S. Brimley",35.78333333,-78.76666667,"google earth",2
"Melissodes coloradensis","Apidae","13","9","1923","T.B. Mitchell",35.78333333,-78.76666667,"google earth",2
"Melissodes coloradensis","Apidae","13","9","1941","T.B. Mitchell",35.82189941,-78.65859985,"dataset provided",2
"Melissodes coloradensis","Apidae","14","6","1924","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","16","6","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","16","6","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","3","6","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","30","6","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes coloradensis","Apidae","7","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","10","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","16","6","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","16","6","1945","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Melissodes communis","Apidae","20","6","1906","R.S. Woglum",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","20","6","1924","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","21","5","1938","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","24","7","1921","J.E. Eckert",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","30","6","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","30","6","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes communis","Apidae","5","6","1938","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes comptoides","Apidae","10","9","1977","M.N. Browne",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes comptoides","Apidae","21","9","1963",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes denticulatus","Apidae","10","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes denticulatus","Apidae","5","8","1957","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes denticulatus","Apidae","7","9","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes denticulatus","Apidae","8","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes denticulatus","Apidae","9","8","2016","H. Levenson & assistants",35.725803,-78.675125,"dataset provided",1
"Melissodes dentiventris","Apidae","1","10","1917","J.E. Eckert",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","1","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes dentiventris","Apidae","1","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes dentiventris","Apidae","11","10","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Melissodes dentiventris","Apidae","11","10","1958","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","11","8","1954","M.F. Burton",35.8,-78.55,"google earth - Wake County",1
"Melissodes dentiventris","Apidae","12","10","1937","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes dentiventris","Apidae","12","8","1954","M.F. Burton",35.8,-78.55,"google earth - Wake County",1
"Melissodes dentiventris","Apidae","13","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","13","9","1921","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","13","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes dentiventris","Apidae","13","9","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","13","9","1923","T.B. Mitchell",35.78333333,-78.76666667,"google earth",1
"Melissodes dentiventris","Apidae","14","10","1935","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Melissodes dentiventris","Apidae","15","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","15","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes dentiventris","Apidae","16","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","16","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","17","10","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes dentiventris","Apidae","19","10","1955","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","19","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes dentiventris","Apidae","21","10","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","21","9","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","25","9","1958","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","27","9","1920","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","28","9","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes dentiventris","Apidae","29","9","1933","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","3","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",20
"Melissodes dentiventris","Apidae","31","10","1942","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","8","10","1937","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",5
"Melissodes dentiventris","Apidae","8","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes dentiventris","Apidae","8","10","1957","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Melissodes dentiventris","Apidae","9","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","1","10","1917","J.E. Eckert",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","1","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Melissodes druriellus","Apidae","10","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","10","9","1949","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","11","10","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",14
"Melissodes druriellus","Apidae","11","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Melissodes druriellus","Apidae","11","10","1954","T.B. Mitchell",35.7719,-78.6389,"dataset provided",3
"Melissodes druriellus","Apidae","11","10","1957","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",2
"Melissodes druriellus","Apidae","12","10","1937",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","13","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","13","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","14","10","1932",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","14","10","1944","R.L. Rabb",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","15","10","1914","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","15","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","15","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Melissodes druriellus","Apidae","15","10","1954","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Melissodes druriellus","Apidae","15","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",20
"Melissodes druriellus","Apidae","16","10","1924","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","16","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","17","10","1913","C.H. Waldron",35.77194,-78.63889,"dataset provided",4
"Melissodes druriellus","Apidae","17","10","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","18","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Melissodes druriellus","Apidae","19","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","21","10","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","22","10","1944","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","23","10","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","23","10","1949","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes druriellus","Apidae","23","5","1937",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","23","9","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",7
"Melissodes druriellus","Apidae","25","10","1961",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","26","9","1958","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",3
"Melissodes druriellus","Apidae","27","9","1913","C.H. Waldron",35.77194,-78.63889,"dataset provided",6
"Melissodes druriellus","Apidae","28","9","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","30","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",37
"Melissodes druriellus","Apidae","31","10","1942","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","5","5","1944",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","5","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","7","10","1940",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","7","10","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes druriellus","Apidae","7","10","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","7","10","1956",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","8","10","1937","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","8","10","1937",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes druriellus","Apidae","9","10","1949","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Melissodes druriellus","Apidae","9","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes fimbriata","Apidae","11","5","1925","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes fimbriata","Apidae","11","5","1939",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","14","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Melissodes fimbriata","Apidae","15","5","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","15","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Melissodes fimbriata","Apidae","15","5","1938","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Melissodes fimbriata","Apidae","17","5","1951","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes fimbriata","Apidae","18","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes fimbriata","Apidae","18","5","1922","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Melissodes fimbriata","Apidae","18","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",2
"Melissodes fimbriata","Apidae","19","5","1950","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided|google earth - Raleigh",2
"Melissodes fimbriata","Apidae","2","6","1937","D.L. Wray",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","20","5","1927","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","21","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",4
"Melissodes fimbriata","Apidae","22","5","1938","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Melissodes fimbriata","Apidae","22","5","1959","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","23","5","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","23","5","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes fimbriata","Apidae","23","5","1959","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",5
"Melissodes fimbriata","Apidae","23","5","1959","T.B. Mitchell",35.77209,-78.63861,"dataset provided",1
"Melissodes fimbriata","Apidae","25","5","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",5
"Melissodes fimbriata","Apidae","25","5","1933","T.B. Mitchell",35.76666667,-78.63333333,"dataset provided",1
"Melissodes fimbriata","Apidae","26","5","1935",,35.76666667,-78.63333333,"dataset provided",1
"Melissodes fimbriata","Apidae","5","6","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","7","5","1933","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fimbriata","Apidae","7","6","1928","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melissodes fumosa","Apidae","1","8","1928","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fumosa","Apidae","10","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes fumosa","Apidae","22","7","1945","T.B. Mitchell",35.7719,-78.6389,"dataset provided",1
"Melissodes fumosa","Apidae","5","8","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Melissodes nivea","Apidae","13","9","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes nivea","Apidae","13","9","1923","C.S. Brimley",35.78333333,-78.76666667,"google earth",1
"Melissodes nivea","Apidae","13","9","1923","T.B. Mitchell",35.78333333,-78.76666667,"google earth",5
"Melissodes nivea","Apidae","13","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes nivea","Apidae","14","10","1935","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes nivea","Apidae","15","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",16
"Melissodes nivea","Apidae","16","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes nivea","Apidae","30","10","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes nivea","Apidae","7","6","1922","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes tincta","Apidae","13","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes tincta","Apidae","14","10","1935","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes trinodis","Apidae","13","9","1929","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melissodes trinodis","Apidae","15","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melissodes trinodis","Apidae","30","9","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melitoma taurea","Apidae","13","8","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","16","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melitoma taurea","Apidae","18","6","1937",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","18","9","1978","R.L. Beckmannn",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","21","6","1932","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","21","9","1962",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","22","6","1959","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",3
"Melitoma taurea","Apidae","30","6","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Melitoma taurea","Apidae","5","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Melitoma taurea","Apidae","5","9","1978","R.L. Beckmannn",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","8","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Melitoma taurea","Apidae","9","6","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Nomada affabilis","Apidae","10","5","1941",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","10","5","1985",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","13","4","1942",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","14","4","1960","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",4
"Nomada affabilis","Apidae","15","5","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","15","5","1961","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","17","5","1932","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","2","4","1932",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","2","5","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","20","4","1946","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","20","4","1957","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","21","5","1941","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada affabilis","Apidae","22","4","1954","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","23","4","1960","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada affabilis","Apidae","25","4","1948","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","26","4","1928","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","26","4","1942",,35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada affabilis","Apidae","26","5","1951","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","27","4","1935","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","27","4","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","3","4","1948",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","30","4","1941",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","30","4","1961","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Nomada affabilis","Apidae","5","5","1934","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","5","6","1959","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada affabilis","Apidae","6","4","1942",,35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","10","4","1945","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",3
"Nomada annulata","Apidae","11","10","1952","R.E. Howell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","12","5","1956","T.B. Mitchell",35.85376,-78.74278,"dataset provided",1
"Nomada annulata","Apidae","12","5","1961","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","14","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Nomada annulata","Apidae","15","5","1921","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada annulata","Apidae","15","5","1961","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","16","5","1957","T.B. Mitchell",35.88333333,-78.75,"google earth",1
"Nomada annulata","Apidae","16","5","1960","T.B. Mitchell",35.88333333,-78.75,"google earth",2
"Nomada annulata","Apidae","19","5","1950","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Nomada annulata","Apidae","20","4","1946","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",6
"Nomada annulata","Apidae","22","4","1952","R.E. Howell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","22","4","1953","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada annulata","Apidae","23","4","1960","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","25","4","1951","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","27","4","1954","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada annulata","Apidae","30","4","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",10
"Nomada annulata","Apidae","5","5","1956","T.B. Mitchell",35.8,-78.55,"dataset provided|google earth - Wake County",8
"Nomada annulata","Apidae","5","5","1960","T.B. Mitchell",35.88333333,-78.75,"google earth",3
"Nomada annulata","Apidae","6","4","1923","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada annulata","Apidae","7","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",8
"Nomada annulata","Apidae","7","5","2009","A. Carper",35.89361111,-78.73083333,"dataset provided",22
"Nomada armatella","Apidae","4","4","1925","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Nomada articulata","Apidae","1","5","1921","T.B. Mitchell",35.77194,-78.63889,"dataset provided",1
"Nomada articulata","Apidae","1","5","1938","T.B. Mitchell",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada articulata","Apidae","13","5","1924","C.S. Brimley",35.76666667,-78.63333333,"google earth - Raleigh",1
"Nomada articulata","Apidae","14","5","1960","T.B. Mitchell",35.8,-78.55,"google earth - Wake County",1
"Nomada articulata","Apidae","17","5","1941",,35.76666667,-78.63333333,"google earth - Raleigh",2
"Nomada articulata","Apidae","18","5","1946",,35.76666667,-78.63333333,"google earth - Raleigh",1
